,Rank,Gender,Forename,Incidence,Frequency,freq,gender,m,f
959,960,92% ,Lauwali,"27,809","1:6,385",0.00015661707126076742,0.92,0.92,0.07999999999999996
960,961,100%,Bernard,"27,717","1:6,406",0.00015610365282547612,1.0,1.0,0.0
961,962,100%,Asiya,"27,592","1:6,435",0.0001554001554001554,1.0,1.0,0.0
962,963,100%,Sidikat,"27,559","1:6,443",0.0001552072016141549,1.0,1.0,0.0
963,964, 72%,Bidemi,"27,550","1:6,445",0.0001551590380139643,0.72,0.72,0.28
964,965,100%,Harrison,"27,548","1:6,446",0.00015513496742165683,1.0,1.0,0.0
965,966,100%,Saka,"27,526","1:6,451",0.0001550147263990079,1.0,1.0,0.0
966,967,100%,Fasilat,"27,512","1:6,454",0.0001549426712116517,1.0,1.0,0.0
967,968,100%,Muibat,"27,479","1:6,462",0.00015475085112968121,1.0,1.0,0.0
968,969,100%,Irene,"27,478","1:6,462",0.00015475085112968121,1.0,1.0,0.0
969,970,100%,Jubril,"27,446","1:6,470",0.0001545595054095827,1.0,1.0,0.0
970,971,100%,Hanatu,"27,391","1:6,483",0.00015424957581366652,1.0,1.0,0.0
971,972,99% ,Kola,"27,355","1:6,491",0.00015405946695424435,0.99,0.99,0.010000000000000009
972,973,100%,Barnabas,"27,342","1:6,494",0.0001539882968894364,1.0,1.0,0.0
973,974, 77%,Temitayo,"27,329","1:6,497",0.00015391719255040788,0.77,0.77,0.22999999999999998
974,975,100%,Zayyanu,"27,311","1:6,502",0.00015379883112888343,1.0,1.0,0.0
975,976,100%,Musibau,"27,291","1:6,506",0.0001537042729787888,1.0,1.0,0.0
976,977, 98%,Hajiya,"27,287","1:6,507",0.0001536806516059628,0.98,0.98,0.020000000000000018
977,978, 71%,Success,"27,282","1:6,508",0.00015365703749231714,0.71,0.71,0.29000000000000004
978,979,78% ,Kufre,"27,278","1:6,509",0.00015363343063450608,0.78,0.78,0.21999999999999997
979,980,100%,Dayyabu,"27,265","1:6,513",0.00015353907569476432,1.0,1.0,0.0
980,981,87% ,Kolo,"27,252","1:6,516",0.0001534683855125844,0.87,0.87,0.13
981,982,98% ,Malami,"27,250","1:6,516",0.0001534683855125844,0.98,0.98,0.020000000000000018
982,983,100%,Sadiat,"27,082","1:6,557",0.00015250876925423213,1.0,1.0,0.0
983,984,100%,Sylvanus,"27,043","1:6,566",0.00015229972586049346,1.0,1.0,0.0
984,985, 96%,Uchechi,"26,981","1:6,581",0.000151952590791673,0.96,0.96,0.040000000000000036
985,986,100%,Haliru,"26,980","1:6,581",0.000151952590791673,1.0,1.0,0.0
986,987,100%,Kuburat,"26,969","1:6,584",0.00015188335358444713,1.0,1.0,0.0
987,988, 76%,Ejiro,"26,966","1:6,585",0.00015186028853454822,0.76,0.76,0.24
988,989,87% ,Maina,"26,818","1:6,621",0.00015103458692040478,0.87,0.87,0.13
989,990,100%,Princess,"26,810","1:6,623",0.00015098897780462027,1.0,1.0,0.0
990,991,100%,Kennedy,"26,772","1:6,632",0.00015078407720144752,1.0,1.0,0.0
991,992, 80%,Victory,"26,757","1:6,636",0.0001506931886678722,0.8,0.8,0.19999999999999996
992,993,100%,Abdulkareem,"26,673","1:6,657",0.0001502178158329578,1.0,1.0,0.0
993,994,100%,Olanike,"26,644","1:6,664",0.00015006002400960383,1.0,1.0,0.0
994,995,100%,Emily,"26,629","1:6,668",0.00014997000599880023,1.0,1.0,0.0
995,996,98% ,Sambo,"26,594","1:6,677",0.0001497678598172832,0.98,0.98,0.020000000000000018
996,997,100%,Wahab,"26,550","1:6,688",0.00014952153110047846,1.0,1.0,0.0
997,998,100%,Babayo,"26,538","1:6,691",0.00014945449110745777,1.0,1.0,0.0
998,999,100%,Ikwo,"26,530","1:6,693",0.00014940983116689077,1.0,1.0,0.0
999,1000,100%,Mairo,"26,515","1:6,697",0.00014932059130954157,1.0,1.0,0.0
